pickup_year,total_trips,avg_distance,avg_trip_minutes,avg_fare,avg_recorded_tip,avg_mta_tax,avg_congestion_surcharge,avg_total_amount,gross_revenue
2019,84115408,3.0212700711146088,14.585442460591066,13.428422181587404,2.1965018085682737,0.49634870260630504,2.204467383317482,19.227974666356268,1.6173689340742214E9
2020,24466793,2.8816640538052365,12.979950506794433,12.726964786522291,2.092761942690327,0.5167076159102667,2.288536438795953,18.520025910026234,4.531256402952485E8
2021,30643661,3.1961986288124202,14.188195567863998,13.598097763209607,2.356058539808498,0.4967698242713239,2.3102965470098695,19.82619147897947,6.075470906029356E8
2022,39317226,3.5084036671355476,15.785984148948694,15.016511919745067,2.769395244722319,0.4951581884235781,2.310721869796832,21.910977629077557,8.614788593233865E8
2023,37875048,3.455985635978369,16.39135491436635,19.90988301981096,3.5587669071742023,0.49530314100195927,2.3090196098320406,28.99226846146604,1.0980835596069124E9
2024,40395831,3.3618018641575356,16.80562212760747,19.946439069407074,3.3679002159922105,0.49418034870974686,2.3037680001370138,28.73595764492223,1.1608128886474364E9
2025,45302622,3.401399316797656,17.12775321518396,20.206673644845704,3.0127788473241006,0.4933926387307119,2.274179180762806,28.967504765844204,1.3123039186902385E9
2026,18636753,3.3914223904759417,17.74928857510895,21.594603797143133,2.8305017440529294,0.493808959103552,2.216897342448059,30.39001447303642,5.663711934004049E8
